OrderID;Date;Product;Category;Quantity;UnitPrice;Discount;City;Manager;Segment;Cost
ORD-2410-00064;06.10.2024;Smartphone X;Electronics;6;426.26;0.0;Kazan;;B2C;1593.42
ORD-2410-00119;2024-10-31;Printer Jet;Office;3;99.47;10%;Saint Petersburg;Kuznetsov;B2C;220.56
ORD-2410-00136;2024-10-08;Building Blocks;Toys;4;62.13;5%;Moscow;Smirnova;B2C;173.16
ORD-2410-00197;2024-10-13;Blender Max;Home;5;260.83;0.1;Saint Petersburg;;B2B;1006.15
ORD-2410-00199;2024-10-14;Keyboard Mech;Office;7;181.61;0.2;Nizhny Novgorod;Unknown;B2C;1061.55
ORD-2410-00206;2024-10-10;Monitor 24;Office;1;196.5;0.0;Yekaterinburg;Kuznetsov;B2C;129.28
ORD-2410-00217;2024-10-21;Camera Zoom;Electronics;2;512.77;15%;Moscow;Orlov;B2B;827.92
ORD-2410-00272;2024-10-26;Board Game;Toys;6;19.69;0.0;Saint Petersburg;Kuznetsov;B2C;93.9
ORD-2410-00285;2024-10-21;Puzzle 1000;Toys;6;115.68;20%;Kazan;Petrova;B2B;505.02
ORD-2410-00312;2024-10-17;Keyboard Mech;Office;6;322.97;0%;Nizhny Novgorod;;B2C;1330.08
ORD-2410-00315;10/30/2024;Headphones Pro;Electronics;7;364.71;0.1;Kazan;Unknown;B2B;1936.83
ORD-2410-00332;2024-10-05;Vacuum 3000;Home;6;152.9;0.2;Saint Petersburg;;B2B;675.24
ORD-2410-00338;09.10.2024;Doll Classic;Toys;3;43.98;0.05;Moscow;Petrova;B2C;81.9
ORD-2410-00350;03.10.2024;Thermo Bottle;Outdoor;7;421.7;0.0;Nizhny Novgorod;Ivanov;B2C;1881.25
ORD-2410-00433;2024-10-21;Coffee Maker;Home;7;40.5;5%;Saint Petersburg;Ivanov;B2C;224.07
ORD-2410-00446;30.10.2024;Lamp LED;Home;2;90.37;0.0;Yekaterinburg;Orlov;B2C;125.88
ORD-2410-00456;2024-10-01;Jeans Slim;Clothing;6;34.21;0%;Novosibirsk;;B2C;133.44
ORD-2405-00501;05/10/2024;Headphones Pro;Electronics;6;792.06;10%;Saint Petersburg;Ivanov;B2B;3243.36
ORD-2410-00545;2024-10-25;Puzzle 1000;Toys;7;74.18;0.1;Moscow;Kuznetsov;B2C;391.3
ORD-2410-00577;2024-10-13;Monitor 24;Office;1;128.55;0%;Saint Petersburg;Unknown;B2C;88.01
ORD-2410-00594;2024-10-20;Monitor 24;Office;1;54.67;0.1;Yekaterinburg;;B2C;33.36
ORD-2410-00646;2024-10-08;Building Blocks;Toys;3;26.46;0.15;Moscow;Volkova;B2C;52.98
ORD-2410-00701;2024-10-02;RC Car;Toys;1;17.07;0%;Saint Petersburg;Petrova;B2B;14.18
ORD-2401-00724;01/10/2024;Air Purifier;Home;2;158.14;0.0;Moscow;;B2C;220.0
ORD-2410-00738;2024-10-15;Printer Jet;Office;3;29.81;0.0;Yekaterinburg;;B2C;73.08
ORD-2410-00817;2024-10-07;Tablet Mini;Electronics;2;1005.21;0.05;Nizhny Novgorod;Sidorov;B2C;1361.78
ORD-2410-00820;2024-10-29;Blender Max;Home;6;186.87;0.0;Moscow;Orlov;B2C;875.7
ORD-2410-00826;10/31/2024;Laptop Air;Electronics;3;541.35;0.0;Saint Petersburg;Orlov;B2C;979.5
ORD-2410-00852;10/17/2024;Puzzle 1000;Toys;1;36.73;0.0;Kazan;Sidorov;B2B;22.26
ORD-2410-00880;10/20/2024;Camera Zoom;Electronics;1;502.38;0.05;Novosibirsk;Sidorov;B2C;387.79
ORD-2410-00929;2024-10-15;Keyboard Mech;Office;3;375.78;0.05;Saint Petersburg;Smirnova;B2C;719.46
ORD-2410-00934;2024-10-13;Paper A4;Office;3;241.71;0.1;Saint Petersburg;Orlov;B2B;475.47
ORD-2410-00995;2024-10-25;Laptop Air;Electronics;7;532.83;0.0;Novosibirsk;Sidorov;B2C;2590.98
ORD-2410-01019;14.10.2024;Board Game;Toys;6;21.37;0.05;Saint Petersburg;Kuznetsov;B2B;104.7
ORD-2410-01051;2024-10-16;RC Car;Toys;2;53.14;0.05;Kazan;;B2B;74.18
ORD-2410-01103;10/26/2024;Monitor 24;Office;3;49.67;15%;Saint Petersburg;Smirnova;B2C;105.9
ORD-2410-01129;2024-10-06;Jeans Slim;Clothing;7;38.33;0.0;Kazan;Ivanov;B2C;192.64
