OrderID;Date;Product;Category;Quantity;UnitPrice;Discount;City;Manager;Segment;Cost
ORD-2407-00020;03.07.2024;Paper A4;Office;2;59.89;0.0;Novosibirsk;;B2B;73.28
ORD-2407-00165;07/29/2024;Keyboard Mech;Office;2;62.39;0.0;Novosibirsk;Petrova;B2C;102.04
ORD-2407-00169;2024-07-31;Headphones Pro;Electronics;4;268.02;0.1;Novosibirsk;Volkova;B2B;829.16
ORD-2405-00218;05/07/2024;Cap Sport;Clothing;7;112.59;0%;Yekaterinburg;Smirnova;B2C;648.62
ORD-2407-00228;2024-07-11;Building Blocks;Toys;3;124.47;15%;Saint Petersburg;Petrova;B2C;258.54
ORD-2407-00324;2024-07-27;Desk Chair;Office;4;28.97;0.2;Nizhny Novgorod;Petrova;B2B;71.44
ORD-2407-00346;07/27/2024;Printer Jet;Office;7;56.72;0.15;Saint Petersburg;Orlov;B2C;278.39
ORD-2407-00379;02.07.2024;Camera Zoom;Electronics;5;213.02;0.1;Novosibirsk;Orlov;B2C;743.25
ORD-2411-00411;11/07/2024;Tablet Mini;Electronics;4;200.21;20%;Novosibirsk;Orlov;B2B;573.84
ORD-2407-00429;07.07.2024;Laptop Air;Electronics;1;1008.7;0%;Yekaterinburg;Volkova;B2C;607.83
ORD-2407-00463;2024-07-17;Blender Max;Home;1;103.92;0%;Kazan;Orlov;B2C;69.41
ORD-2407-00466;17.07.2024;Lamp LED;Home;2;168.44;5%;Saint Petersburg;Sidorov;B2C;267.9
ORD-2407-00471;2024-07-19;Laptop Air;Electronics;4;497.35;0.0;Novosibirsk;Petrova;B2B;1670.4
ORD-2407-00474;26.07.2024;Bike Helmet;Outdoor;6;255.4;10%;Moscow;Sidorov;B2B;1047.6
ORD-2407-00509;28.07.2024;Cap Sport;Clothing;4;108.05;5%;Novosibirsk;Volkova;B2B;333.76
ORD-2407-00511;07.07.2024;Vacuum 3000;Home;5;157.9;0.0;Nizhny Novgorod;Volkova;B2C;593.25
ORD-2407-00531;2024-07-13;Headphones Pro;Electonics;3;298.01;0.1;Nizhny Novgorod;Unknown;B2C;657.87
ORD-2407-00538;27.07.2024;Vacuum 3000;Home;3;21.97;0%;Yekaterinburg;Kuznetsov;B2B;51.3
ORD-2407-00540;2024-07-25;Board Game;Toys;1;19.28;5%;Saint Petersburg;Ivanov;B2C;11.82
