OrderID;Date;Product;Category;Quantity;UnitPrice;Discount;City;Manager;Segment;Cost
ORD-2403-00048;2024-03-03;T-Shirt Cotton;Clothing;6;152.27;0.0;Saint Petersburg;Orlov;B2B;610.32
ORD-2403-00195;2024-03-05;Headphones Pro;Electronics;1;1249.87;0%;Kazan;Smirnova;B2C;860.62
ORD-2403-00288;16.03.2024;Vacuum 3000;Home;4;94.14;5%;Novosibirsk;Volkova;B2C;310.88
ORD-2403-00306;31.03.2024;Monitor 24;Office;3;108.05;0.1;Nizhny Novgorod;Orlov;B2C;233.1
ORD-2403-00430;2024-03-04;Cap Sport;Clothing;2;18.4;0.0;Kazan;Kuznetsov;B2C;24.74
ORD-2403-00450;03/14/2024;Smartphone X;Electronics;3;162.94;0%;Saint Petersburg;Smirnova;B2C;335.94
ORD-2403-00485;2024-03-05;Vacuum 3000;Home;2;42.32;5%;Yekaterinburg;Orlov;B2B;61.56
ORD-2403-00487;2024-03-13;Hiking Boots;Outdoor;3;479.26;0.1;Nizhny Novgorod;Ivanov;B2C;872.16
ORD-2403-00514;2024-03-05;Board Game;Toys;1;35.33;0.1;Nizhny Novgorod;;B2B;27.52
ORD-2411-00566;11/03/2024;Lamp LED;Home;7;168.3;0.05;Yekaterinburg;Volkova;B2B;930.23
ORD-2403-00595;26.03.2024;Smartphone X;Electronics;3;173.28;0.0;Moscow;Unknown;B2C;427.05
ORD-2403-00596;08.03.2024;Headphones Pro;Electronics;4;352.76;0.0;Yekaterinburg;;B2C;937.52
ORD-2403-00612;20.03.2024;Coffee Maker;Home;7;220.9;10%;Saint Petersburg;Kuznetsov;B2C;1278.55
ORD-2403-00675;23.03.2024;RC Car;Toys;7;24.95;10%;Moscow;Volkova;B2B;140.77
ORD-2403-00754;2024-03-07;Doll Classic;Toys;1;44.9;0.2;Yekaterinburg;;B2B;28.85
ORD-2403-00788;2024-03-01;Air Purifier;Home;7;256.07;0%;Saint Petersburg;Kuznetsov;B2B;1370.6
ORD-2403-00793;10.03.2024;RC Car;Toys;1;67.8;0.1;Moscow;;B2C;41.9
ORD-2403-00810;2024-03-17;Jacket Wind;Clothing;3;54.88;0.05;Novosibirsk;Smirnova;B2B;112.17
ORD-2401-00959;01/03/2024;Monitor 24;Office;1;198.03;10%;Kazan;Unknown;B2B;130.06
ORD-2403-00968;2024-03-10;RC Car;Toys;4;37.92;0.05;Novosibirsk;Smirnova;B2C;101.4
ORD-2403-01036;03/18/2024;Keyboard Mech;Office;7;19.59;0%;Moscow;Sidorov;B2C;97.02
ORD-2403-01039;2024-03-13;Sneakers Run;Clothing;1;154.8;0.1;Moscow;Unknown;B2C;127.36
ORD-2401-01047;01/03/2024;Hiking Boots;Outdoor;6;412.04;0.0;Moscow;Petrova;B2C;2014.14
ORD-2403-01151;2024-03-10;Paper A4;Office;7;290.71;0.0;Kazan;Petrova;B2C;1382.85
